index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
suvarna-273,O=C=O,[H][H],CO,[Cu].[C].[In],21.3683815520918,1.0,299.85,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-274,O=C=O,[H][H],CO,[Cu].[Si],21.1769864989313,1.0,279.85,30.0,4.0,16000.0,2.0,10.7,suvarna
suvarna-275,O=C=O,[H][H],CO,[In].[Ni],21.1217270316771,1.0,249.85,50.0,4.0,21000.0,2.0,90.3,suvarna
suvarna-276,O=C=O,[H][H],CO,[Cu].[C].[In],21.03197026022304,1.0,279.85,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-277,O=C=O,[H][H],CO,[Cu].[C].[In],20.98880641411689,1.0,279.85,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-278,O=C=O,[H][H],CO,[Cu].[Zn].[Ce].[P],20.95999999999999,1.0,259.85,30.0,3.0,7500.0,4.0,44.1,suvarna
suvarna-279,O=C=O,[H][H],CO,[Cu].[Zn].[Al],20.89,1.0,249.85,30.0,3.0,8000.0,3.0,32.0,suvarna
suvarna-280,O=C=O,[H][H],CO,[In].[Pt],20.86356797594559,1.0,299.85,20.0,3.0,24000.0,2.0,99.97,suvarna
suvarna-281,O=C=O,[H][H],CO,[Cu].[Ce].[In],20.8473539090718,1.0,299.85,30.0,3.0,7200.0,3.0,4.7,suvarna
suvarna-282,O=C=O,[H][H],CO,[In].[Ce].[Cu],20.8473539090718,1.0,299.85,30.0,3.0,7200.0,3.0,0.46,suvarna
suvarna-283,O=C=O,[H][H],CO,[Cu].[Zn].[Ce].[P],20.832,1.0,239.85,30.0,3.0,7500.0,4.0,44.1,suvarna
suvarna-284,O=C=O,[H][H],CO,[In],20.8188412182188,1.0,274.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-285,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],20.7,1.0,269.85,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-286,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],20.581,1.0,249.85,30.0,3.0,5760.0,4.0,33.6,suvarna
suvarna-287,O=C=O,[H][H],CO,[In].[Zr].[Ni].[Ca],20.532667173507242,1.0,299.85,25.0,3.0,12000.0,4.0,16.5,suvarna
suvarna-288,O=C=O,[H][H],CO,[In].[Zr].[Y],20.5131155541624,1.0,284.85,4.0,4.0,52000.0,3.0,8.4,suvarna
suvarna-289,O=C=O,[H][H],CO,[Cu].[C].[In],20.36254040955088,1.0,279.85,30.0,3.0,12500.0,3.0,8.4,suvarna
suvarna-290,O=C=O,[H][H],CO,[Cu].[Zn].[Al],20.29071428571429,1.0,249.85,30.0,3.0,12000.0,3.0,52.5,suvarna
suvarna-291,O=C=O,[H][H],CO,[In],20.2650669462294,1.0,274.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-292,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],20.256,1.0,219.85,60.0,3.0,14800.0,3.0,19.4,suvarna
suvarna-293,O=C=O,[H][H],CO,[Cu].[Zn].[Al],20.25,1.0,249.85,30.0,3.0,8000.0,3.0,57.0,suvarna
suvarna-294,O=C=O,[H][H],CO,[Cu].[Zr].[In],20.2278409534579,1.0,219.85,30.0,3.0,18000.0,3.0,21.6,suvarna
suvarna-295,O=C=O,[H][H],CO,[Cu].[Ce],20.068125000000002,1.0,279.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-296,O=C=O,[H][H],CO,[In].[Al],20.0,1.0,324.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-297,O=C=O,[H][H],CO,[Cu].[S].[La],19.900000000000002,1.0,259.85,30.0,3.0,12000.0,3.0,8.1,suvarna
suvarna-298,O=C=O,[H][H],CO,[Cu].[Al].[Ce],19.86735346574611,1.0,219.85,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-299,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],19.7,1.0,289.85,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-300,O=C=O,[H][H],CO,[In],19.677535608998202,1.0,299.85,50.0,4.0,26000.0,1.0,100.0,suvarna
suvarna-301,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],19.586285714285708,1.0,239.85,30.0,3.0,8800.0,3.0,28.0,suvarna
suvarna-302,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],19.51999999999999,1.0,229.85,30.0,3.0,4482.8,3.0,45.5507,suvarna
suvarna-303,O=C=O,[H][H],CO,[Cu].[Zr],19.356586546665,1.0,219.85,30.0,3.0,18000.0,2.0,22.5,suvarna
suvarna-304,O=C=O,[H][H],CO,[In].[Zr],19.3128561695733,1.0,269.85,50.0,4.0,26000.0,2.0,9.0,suvarna
suvarna-305,O=C=O,[H][H],CO,[Cu].[Al].[Ce],19.2721260539574,1.0,239.85,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-306,O=C=O,[H][H],CO,[In].[Zr],19.0,1.0,349.85,40.0,3.0,21600.0,2.0,42.89241055841704,suvarna
suvarna-307,O=C=O,[H][H],CO,[In].[Al],19.0,1.0,349.85,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-308,O=C=O,[H][H],CO,[In].[Al],19.0,1.0,349.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-309,O=C=O,[H][H],CO,[Cu].[Ce],18.88,1.0,239.85,30.0,3.0,14400.0,2.0,58.1,suvarna
suvarna-310,O=C=O,[H][H],CO,[Cu].[Zn].[Ce].[P],18.84799999999999,1.0,279.85,30.0,3.0,7500.0,4.0,44.1,suvarna
suvarna-311,O=C=O,[H][H],CO,[In],18.83498098859315,1.0,279.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-312,O=C=O,[H][H],CO,[In].[Rh],18.7292817679557,1.0,249.85,50.0,4.0,21000.0,2.0,98.93,suvarna
suvarna-313,O=C=O,[H][H],CO,[In].[Ru],18.70971428571428,1.0,279.85,50.0,4.0,24000.0,2.0,99.22,suvarna
suvarna-314,O=C=O,[H][H],CO,[Cu].[Ce].[Ni],18.624,1.0,219.85,30.0,3.0,36000.0,3.0,3.33,suvarna
suvarna-315,O=C=O,[H][H],CO,[Cu].[Al],18.56,1.0,259.85,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-316,O=C=O,[H][H],CO,[Cu].[Al].[Ce],18.49193155731833,1.0,259.85,40.0,3.0,6000.0,3.0,14.6,suvarna
suvarna-317,O=C=O,[H][H],CO,[Cu].[Zn],18.464,1.0,219.85,60.0,3.0,14800.0,2.0,22.0,suvarna
suvarna-318,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Y],18.444900602924,1.0,219.85,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-319,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],18.422803142857138,1.0,199.85,30.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-320,O=C=O,[H][H],CO,[In].[Zr].[Ni].[Ca],18.39746124261778,1.0,249.85,40.0,3.0,12000.0,4.0,16.5,suvarna
suvarna-321,O=C=O,[H][H],CO,[In].[Ni],18.325,1.0,279.85,50.0,4.0,24000.0,2.0,97.49,suvarna
suvarna-322,O=C=O,[H][H],CO,[Cu].[Zn].[Al],18.32,1.0,249.85,30.0,3.0,8000.0,3.0,49.5,suvarna
suvarna-323,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],18.3,1.0,289.85,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-324,O=C=O,[H][H],CO,[Cu].[Al],18.240000000000002,1.0,219.85,30.0,3.0,14400.0,2.0,61.2,suvarna
suvarna-325,O=C=O,[H][H],CO,[In].[Pt],18.19936277524431,1.0,259.85,20.0,3.0,24000.0,2.0,97.5,suvarna
suvarna-326,O=C=O,[H][H],CO,[Cu].[S].[La],18.13,1.0,239.85,30.0,3.0,12000.0,3.0,8.1,suvarna
suvarna-327,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],18.099999999999998,1.0,219.85,80.0,3.0,900.0,3.0,62.5,suvarna
suvarna-328,O=C=O,[H][H],CO,[Cu].[Zn],18.0,1.0,239.85,30.0,3.0,12000.0,2.0,16.0,suvarna
suvarna-329,O=C=O,[H][H],CO,[In].[Zr],18.0,1.0,279.85,50.0,4.0,24000.0,2.0,99.55371284559293,suvarna
suvarna-330,O=C=O,[H][H],CO,[In],17.9589353612167,1.0,279.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-331,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],17.9069415218435,1.0,219.85,80.0,3.0,13200.0,3.0,58.0,suvarna
suvarna-332,O=C=O,[H][H],CO,[Cu].[Ce],17.77285714285714,1.0,299.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-333,O=C=O,[H][H],CO,[In],17.62531644674115,1.0,299.85,20.0,3.0,24000.0,1.0,100.0,suvarna
suvarna-334,O=C=O,[H][H],CO,[Pd].[Ce].[Zn],17.58348,1.0,219.85,20.0,3.0,3600.0,3.0,8.15,suvarna
suvarna-335,O=C=O,[H][H],CO,[In].[Ag],17.41542171428571,1.0,279.85,50.0,4.0,24000.0,2.0,99.29,suvarna
suvarna-336,O=C=O,[H][H],CO,[In].[Zr].[Ni].[Ca],17.354151251345222,1.0,299.85,20.0,3.0,12000.0,4.0,16.5,suvarna
suvarna-337,O=C=O,[H][H],CO,[Cu].[Al].[Ce],17.27059334059475,1.0,259.85,40.0,3.0,6000.0,3.0,14.3,suvarna
suvarna-338,O=C=O,[H][H],CO,[Cu].[Al].[Ce],17.23970994744857,1.0,219.85,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-339,O=C=O,[H][H],CO,[In],17.1257802272978,1.0,274.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-340,O=C=O,[H][H],CO,[Cu].[In],17.07874765058585,1.0,279.85,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-341,O=C=O,[H][H],CO,[Cu].[Zn].[Al],16.85,1.0,249.85,30.0,3.0,8000.0,3.0,59.0,suvarna
suvarna-342,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],16.8,1.0,289.85,45.0,3.0,10800.0,3.0,46.57,suvarna
suvarna-343,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],16.7,1.0,269.85,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-344,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Y],16.67305281476763,1.0,229.85,30.0,3.0,10000.0,4.0,42.0,suvarna
suvarna-345,O=C=O,[H][H],CO,[In].[Ir],16.585565812602603,1.0,249.85,50.0,4.0,21000.0,2.0,98.9,suvarna
suvarna-346,O=C=O,[H][H],CO,[Cu].[Ce],16.5787727177174,1.0,209.85,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-347,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],16.544,1.0,269.85,20.0,3.0,18000.0,4.0,4.3,suvarna
suvarna-348,O=C=O,[H][H],CO,[Cu].[C].[In],16.48200933909619,1.0,279.85,30.0,3.0,10000.0,3.0,8.4,suvarna
suvarna-349,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],16.400000000000002,1.0,249.85,45.0,3.0,10800.0,3.0,47.26,suvarna
suvarna-350,O=C=O,[H][H],CO,[In].[Zr].[Y],16.3943038301147,1.0,269.85,4.0,4.0,52000.0,3.0,9.1,suvarna
suvarna-351,O=C=O,[H][H],CO,[In].[Ru],16.367015962839098,1.0,249.85,50.0,4.0,21000.0,2.0,99.0,suvarna
suvarna-352,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],16.336571428571432,1.0,239.85,30.0,3.0,8800.0,4.0,23.0,suvarna
suvarna-353,O=C=O,[H][H],CO,[Cu].[In],16.33459231065385,1.0,259.85,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-354,O=C=O,[H][H],CO,[Cu].[C].[In],16.32594843445392,1.0,259.85,30.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-355,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],16.19199999999999,1.0,239.85,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-356,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],16.12285714285714,1.0,219.85,30.0,3.0,8800.0,3.0,28.0,suvarna
suvarna-357,O=C=O,[H][H],CO,[Cu].[Zn],16.1,1.0,229.85,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-358,O=C=O,[H][H],CO,[Cu].[Al],16.0,1.0,239.85,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-359,O=C=O,[H][H],CO,[In].[Al],16.0,1.0,324.85,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-360,O=C=O,[H][H],CO,[In],15.97787657142857,1.0,279.85,50.0,4.0,24000.0,1.0,99.25,suvarna
suvarna-361,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Nd],15.936,1.0,229.85,30.0,3.0,4482.8,4.0,44.934999999999995,suvarna
suvarna-362,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],15.906999999999998,1.0,249.85,30.0,3.0,5760.0,4.0,33.6,suvarna
suvarna-363,O=C=O,[H][H],CO,[Pd].[Zn].[Al],15.852283375154668,1.0,249.85,30.0,3.0,6000.0,3.0,2.66,suvarna
suvarna-364,O=C=O,[H][H],CO,[Cu].[Zn].[Al],15.840000000000002,1.0,179.85000000000002,40.0,3.0,23800.0,3.0,46.8,suvarna
suvarna-365,O=C=O,[H][H],CO,[Cu].[Zn].[S],15.808,1.0,249.85,30.0,3.0,44000.0,3.0,7.42,suvarna
suvarna-366,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],15.77599999999999,1.0,259.85,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-367,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],15.764571428571431,1.0,199.85,30.0,3.0,8800.0,4.0,26.5,suvarna
suvarna-368,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],15.68,1.0,239.85,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-369,O=C=O,[H][H],CO,[In],15.669972005861979,1.0,339.85,40.0,4.0,32000.0,1.0,100.0,suvarna
suvarna-370,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Al],15.533979331079701,1.0,219.85,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-371,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Pd],15.488,1.0,179.85000000000002,40.0,3.0,23800.0,4.0,45.0,suvarna
suvarna-372,O=C=O,[H][H],CO,[Cu].[Ce],15.43976180556883,1.0,259.85,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-373,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],15.428,1.0,249.85,30.0,3.0,5760.0,4.0,33.6,suvarna
suvarna-374,O=C=O,[H][H],CO,[Cu].[Zr].[In],15.402185827117702,1.0,219.85,30.0,3.0,18000.0,3.0,20.8,suvarna
suvarna-375,O=C=O,[H][H],CO,[Cu].[Zn].[Si],15.39,1.0,269.85,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-376,O=C=O,[H][H],CO,[Cu].[Si].[Zn],15.39,1.0,269.85,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-377,O=C=O,[H][H],CO,[Pd].[Zn].[Al],15.334776732791818,1.0,249.85,30.0,3.0,6000.0,3.0,2.51,suvarna
suvarna-378,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Pd],15.328,1.0,199.85,40.0,3.0,23800.0,4.0,42.5,suvarna
suvarna-379,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],15.235199999999999,1.0,249.85,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-380,O=C=O,[H][H],CO,[Cu].[Zn],15.17077857896707,1.0,279.85,30.0,3.0,12000.0,2.0,60.0,suvarna
suvarna-381,O=C=O,[H][H],CO,[In],15.14171122011162,1.0,339.85,40.0,4.0,24000.0,1.0,100.0,suvarna
suvarna-382,O=C=O,[H][H],CO,[Cu].[C].[In],15.131598513011129,1.0,279.85,20.0,3.0,7500.0,3.0,7.7,suvarna
suvarna-383,O=C=O,[H][H],CO,[In],15.075285171102651,1.0,359.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-384,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],15.072,1.0,239.85,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-385,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],15.04567124386205,1.0,219.85,20.0,3.0,15600.0,4.0,30.7,suvarna
suvarna-386,O=C=O,[H][H],CO,[In].[Al],15.0,1.0,299.85,40.0,3.0,21600.0,2.0,16.4,suvarna
suvarna-387,O=C=O,[H][H],CO,[In],14.99499,1.0,349.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-388,O=C=O,[H][H],CO,[Cu].[Zr],14.96517857142857,1.0,239.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-389,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Mn],14.964375598170902,1.0,219.85,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-390,O=C=O,[H][H],CO,[Cu].[In],14.94488408473971,1.0,279.85,30.0,3.0,7500.0,2.0,19.0,suvarna
suvarna-391,O=C=O,[H][H],CO,[Pd].[Zn].[Al],14.82585961861474,1.0,249.85,30.0,3.0,6000.0,3.0,2.82,suvarna
suvarna-392,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],14.7,1.0,269.85,45.0,3.0,10800.0,3.0,46.57,suvarna
suvarna-393,O=C=O,[H][H],CO,[Cu].[Zn],14.692637665374619,1.0,239.85,30.0,3.0,3000.0,2.0,60.0,suvarna
suvarna-394,O=C=O,[H][H],CO,[Cu].[Zn].[Si],14.62,1.0,259.85,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-395,O=C=O,[H][H],CO,[Cu].[Si].[Zn],14.62,1.0,259.85,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-396,O=C=O,[H][H],CO,[Pd].[Ti].[Si],14.61624832296359,1.0,359.85,1.0,3.0,5400.0,3.0,4.0,suvarna
suvarna-397,O=C=O,[H][H],CO,[In].[Zr].[La],14.604827222264,1.0,254.85,4.0,4.0,52000.0,3.0,9.9,suvarna
suvarna-398,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],14.591999999999999,1.0,199.85,60.0,3.0,14800.0,3.0,19.4,suvarna
suvarna-399,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],14.537600000000001,1.0,269.85,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-400,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Ce],14.504285714285711,1.0,219.85,30.0,3.0,8800.0,4.0,23.0,suvarna
suvarna-401,O=C=O,[H][H],CO,[Cu].[Zn],14.499999999999998,1.0,229.85,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-402,O=C=O,[H][H],CO,[Cu].[In],14.49878179729977,1.0,259.85,30.0,3.0,7500.0,2.0,19.0,suvarna
suvarna-403,O=C=O,[H][H],CO,[Cu].[Si].[Zn],14.43839999999999,1.0,269.85,20.0,3.0,18000.0,3.0,5.0,suvarna
suvarna-404,O=C=O,[H][H],CO,[Cu].[Ce],14.4194652856078,1.0,299.85,30.0,3.0,7200.0,2.0,4.8,suvarna
suvarna-405,O=C=O,[H][H],CO,[Cu].[Al].[Ce],14.382773898741949,1.0,239.85,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-406,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],14.1322694886907,1.0,199.85,80.0,3.0,13200.0,3.0,58.0,suvarna
suvarna-407,O=C=O,[H][H],CO,[Cu].[Si],14.122156869559099,1.0,339.85,30.0,4.0,16000.0,2.0,10.7,suvarna
suvarna-408,O=C=O,[H][H],CO,[Cu].[S],14.08,1.0,259.85,40.0,16.5,30000.0,2.0,37.3,suvarna
suvarna-409,O=C=O,[H][H],CO,[In].[Pt],14.075581954212598,1.0,224.85,50.0,4.0,21000.0,2.0,82.0,suvarna
suvarna-410,O=C=O,[H][H],CO,[In].[Zr],14.000000000000002,1.0,324.85,40.0,3.0,21600.0,2.0,10.601875222908973,suvarna
suvarna-411,O=C=O,[H][H],CO,[In].[Al],14.000000000000002,1.0,324.85,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-412,O=C=O,[H][H],CO,[In].[Al],14.000000000000002,1.0,324.85,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-413,O=C=O,[H][H],CO,[In],13.944,1.0,249.85,50.0,8.0,6000.0,1.0,100.0,suvarna
suvarna-414,O=C=O,[H][H],CO,[In],13.94372623574144,1.0,239.85,50.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-415,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],13.888,1.0,239.85,20.0,3.0,7800.0,3.0,37.0,suvarna
suvarna-416,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Al],13.87533875338752,1.0,229.85,30.0,5.0,4480.0,4.0,30.0,suvarna
suvarna-417,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],13.855999999999998,1.0,279.85,30.0,3.0,7500.0,3.0,48.6,suvarna
suvarna-418,O=C=O,[H][H],CO,[In].[Zr],13.8474540628261,1.0,254.85,4.0,4.0,52000.0,2.0,10.1,suvarna
suvarna-419,O=C=O,[H][H],CO,[Cu].[In],13.72986148000499,1.0,279.85,30.0,3.0,7500.0,2.0,32.0,suvarna
suvarna-420,O=C=O,[H][H],CO,[In],13.683882857142859,1.0,349.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-421,O=C=O,[H][H],CO,[Cu].[Zn].[Si],13.66,1.0,249.85,50.0,3.0,6000.0,3.0,12.0,suvarna
suvarna-422,O=C=O,[H][H],CO,[Cu].[Si].[Zn],13.66,1.0,249.85,50.0,3.0,6000.0,3.0,11.75,suvarna
suvarna-423,O=C=O,[H][H],CO,[Cu].[In],13.60611976691862,1.0,259.85,30.0,3.0,7500.0,2.0,32.0,suvarna
suvarna-424,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],13.5712,1.0,269.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-425,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],13.545599999999999,1.0,269.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-426,O=C=O,[H][H],CO,[Cu].[C].[In],13.537546468401471,1.0,279.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-427,O=C=O,[H][H],CO,[Cu].[C].[In],13.5365397816198,1.0,279.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-428,O=C=O,[H][H],CO,[Cu].[Zn],13.536000000000001,1.0,199.85,60.0,3.0,14800.0,2.0,22.0,suvarna
suvarna-429,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],13.436799999999998,1.0,259.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-430,O=C=O,[H][H],CO,[In],13.407505714285712,1.0,349.85,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-431,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Y],13.377852461464201,1.0,229.85,10.0,3.0,10000.0,4.0,40.0,suvarna
suvarna-432,O=C=O,[H][H],CO,[In],13.36383321428571,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-433,O=C=O,[H][H],CO,[Cu].[In],13.357970950925848,1.0,239.85,30.0,3.0,7500.0,2.0,7.0,suvarna
suvarna-434,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],13.2768,1.0,259.85,20.0,3.0,18000.0,4.0,4.3,suvarna
suvarna-435,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Y],13.1829299338426,1.0,199.85,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-436,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],13.152,1.0,259.85,30.0,3.0,10000.0,3.0,16.6,suvarna
suvarna-437,O=C=O,[H][H],CO,[In].[Zr].[Y],13.141979692813099,1.0,269.85,4.0,4.0,52000.0,3.0,8.4,suvarna
suvarna-438,O=C=O,[H][H],CO,[Cu].[Al],13.11999999999999,1.0,279.85,30.0,3.0,14400.0,2.0,60.9,suvarna
suvarna-439,O=C=O,[H][H],CO,[Cu].[Zn],13.0,1.0,229.85,50.0,10.0,15000.0,2.0,61.0,suvarna
suvarna-440,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],12.975999999999999,1.0,259.85,20.0,3.0,18000.0,3.0,5.6,suvarna
suvarna-441,O=C=O,[H][H],CO,[Cu].[Ce],12.959999999999999,1.0,239.85,30.0,3.0,36000.0,2.0,10.0,suvarna
suvarna-442,O=C=O,[H][H],CO,[Cu].[Zn].[Si].[Ga],12.9216,1.0,269.85,20.0,3.0,18000.0,4.0,4.5,suvarna
suvarna-443,O=C=O,[H][H],CO,[In],12.912549795918359,1.0,299.85,40.0,6.0,9000.0,1.0,100.0,suvarna
suvarna-444,O=C=O,[H][H],CO,[Cu].[C].[In],12.85158629189967,1.0,299.85,30.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-445,O=C=O,[H][H],CO,[Pd].[Ti].[Si],12.800505161145988,1.0,359.85,1.0,3.0,5400.0,3.0,4.0,suvarna
suvarna-446,O=C=O,[H][H],CO,[Cu].[Al],12.8,1.0,199.85,30.0,3.0,14400.0,2.0,61.2,suvarna
suvarna-447,O=C=O,[H][H],CO,[In].[Pt],12.7647532570893,1.0,259.85,20.0,3.0,24000.0,2.0,99.42,suvarna
suvarna-448,O=C=O,[H][H],CO,[Cu].[Al].[Ce],12.749175710919488,1.0,259.85,40.0,3.0,6000.0,3.0,14.5,suvarna
suvarna-449,O=C=O,[H][H],CO,[In],12.69527142857142,1.0,299.85,40.0,5.0,9000.0,1.0,100.0,suvarna
suvarna-450,O=C=O,[H][H],CO,[Cu].[Zr],12.66214285714285,1.0,279.85,30.0,3.0,7500.0,2.0,35.0,suvarna
suvarna-451,O=C=O,[H][H],CO,[In],12.60452571428571,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-452,O=C=O,[H][H],CO,[Cu].[C].[In],12.58308743303017,1.0,279.85,30.0,3.0,5000.0,3.0,7.7,suvarna
suvarna-453,O=C=O,[H][H],CO,[In],12.546028571428568,1.0,299.85,40.0,3.0,16000.0,1.0,100.0,suvarna
suvarna-454,O=C=O,[H][H],CO,[In],12.535695618987239,1.0,339.85,40.0,4.0,32000.0,1.0,100.0,suvarna
suvarna-455,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],12.5,1.0,249.85,45.0,3.0,10800.0,3.0,47.42,suvarna
suvarna-456,O=C=O,[H][H],CO,[Cu].[Zn].[Al],12.5,1.0,249.85,45.0,3.0,10800.0,3.0,61.0,suvarna
suvarna-457,O=C=O,[H][H],CO,[Cu].[Zn].[Ce],12.47085714285714,1.0,239.85,30.0,3.0,8800.0,3.0,17.5,suvarna
suvarna-458,O=C=O,[H][H],CO,[In],12.45296571428571,1.0,299.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-459,O=C=O,[H][H],CO,[Cu].[Si],12.4182073291515,1.0,359.85,30.0,4.0,16000.0,2.0,10.7,suvarna
suvarna-460,O=C=O,[H][H],CO,[In],12.41163771428571,1.0,299.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-461,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],12.379085714285711,1.0,179.85000000000002,30.0,3.0,8800.0,3.0,31.0,suvarna
